timestamp,wei
1688490068,136360069304138344866
1688551235,110249649299479390035
1688692530,118027535865485870916
1688732240,119606023322644526959
1688770865,569899712807668137
1688816692,110253320087551070529
1688944378,111910238732988686718
1689019730,103533711594721083444
1689058578,106492943914961121781
1689113278,111491513503021772558
1689147692,111989654857998030899
1689208547,112537636661969586895
1689247828,113240188101136415238
1689319248,110783307188924389091
1689471061,10636047960784141328
1689493403,97099662160284634086
1689549330,111727142343582616636
1689577758,51377072068626875313
1689624767,97642755331546966578
1689660276,98389688005157624196
1689717321,94450600026436982786
1689759948,88352373110174827084
1689808803,14081050017461266803
1689921704,10804863178116850883
1689985645,78409799693598316840
1690130510,67126567678982403063
1690158935,69870716381830765865
1690183354,73424495364814992249
1690249729,67962573746537687665
1690272199,68074518203472478052
1690326394,70711086668601459126
1690359048,70340381649850841212
1690414541,71544936587418047727
1690463990,71581812560560543761
1690498457,71551977030531658384
1690538041,73196615919631858248
1690577985,72616793009407092266
1690670439,71293179180173709758
1690713561,80872224072365247793
1690758899,89993027061637715441
1690808405,78758890876800263081
1690870312,94799417237473646990
1691004561,98227970423175268609
1691043258,90268149567852778037
1691089161,157193744046292388365
1691130588,94784468396632554525
1691174885,69079677040427753820
1691218299,68147073665078772128
1691222855,68227113713305498909
1691294899,68785196804363501382
1691391261,22832217548965338323
1691400655,12096490987632350680
1691501339,17455325733926518645
1691585304,68977622056366686342
1691630332,120830051719582163563
1691660088,76403611208266390270
1691698911,132927257343086725482
1691764760,80199806001613063825
1691831278,75491446186933799471
1691865583,65883353496512984672
1691924171,75244199145465431798
1691976010,68817963201131615718
1691996995,65493900570860928959
1692049208,66884736376541852721
1692091359,76615072121452671493
1692218116,98261716357339403289
1692262647,115608068891216941949
1692312325,83105999330449827904
1692355334,79636637707071445300
1692394494,87956066538535183307
1692477043,77057156558535482787
1692526890,76223723314510577661
1692646198,81746829917172918363
1692687858,76381886782721894914
1692733986,74139415069967723708
1692775104,80684437782647479879
1692829327,134708810422243285336
1692858675,87253723665217411484
1692918047,87947701852636972400
1692990776,66919206915790330217
1693034162,164037092563720410604
1693089932,65199318729457641479
1693124983,72843485987241499104
1693181630,76805614070413819363
1693206962,95987042045691937652
1693266613,88569669008909480101
1693319930,68723214840640453658
1693366534,79420138639854556595
1693388295,71011891826354940367
1693459664,74465015474359817768
1693471203,70327153747320803518
1693614208,61793310762099346307
1693649162,70476486687158302912
1693683471,68914533919902127425
1693726104,57251389921628029024
1693812593,155791063630939531619
1693880027,151397235848386952006
1693964956,127564275845631464570
1694015353,118428789350804247677
1694107592,141166603313758796528
1694153367,142939788174423320892
1694236052,149362166050048052986
1694263062,137331111857829903429
1694292953,140264047635274931867
1694332399,144475062870472395249
1694403750,137977750015673513971
1694424273,58383036975281577299
1694476059,54782782047751239719
1694519926,63413622600345671943
1694578366,59613180982317411580
1694603415,59623718169674801845
1694648628,50580586285239580252
1694691820,56290050787384258777
1694740387,56716247161386921832
1694781369,56819709760728788532
1694854708,56036628281431206648
1694920141,69895155370362215393
1694964357,67256233743860249267
1695133352,57442354671421922891
1695179738,57680163619683322777
1695205450,57295337900737350598
1695250931,56660573615614301953
1695289769,55980292843252896742
1695382093,52344573544249213995
1695450122,127581122052162324316
1695462467,128461264528614113009
1695519484,129128130278355932785
1695557264,57256506948189058921
1695604471,61021717647988501032
1695637984,61358555605769551103
1695689115,62945832135143792786
1695720725,62768072410361090185
1695790037,61461124671326538767
1695807321,61474130993155304204
1695879086,61303137892257873246
1695895558,61455503222068185706
1695946348,60347732025898411242
1696210492,60717119909930023127
1696248609,1909333721636842801
1696292074,60264577181506822282
1696332509,59148608923022822352
1696386541,65387624263853591485
1696420588,65591576644273433694
1696541581,48812315093835778942
1696604248,48357671147746275737
1696634260,26694332285871205819
1696691114,57275115321927932060
1696720456,36375946176422829340
1696756844,40525761838388838329
1696807048,59703191790151293529
1696831963,58151134045946877107
1696893751,17623318528146498743
1696929269,60851418161304778878
1696979679,90291914642793321192
1697015901,60209859384787674885
1697156693,15949102362676692845
1697188361,13655537129109259814
1697239239,87596004909840791069
1697274921,99653776906624089213
1697327263,64964911070034059985
1697388737,1537667816892285057
1697435596,58407457311766576080
1697448015,54953292441941996332
1697498223,38157290543311298968
1697534049,48578857452444303780
1697584435,54600592866488076219
1697621125,51951237805106960662
1697679745,17823758621932359467
1697707133,21687479983586927195
1697757147,22151711071028581788
1697793551,21643336506185410279
1697960306,19615667785472382004
1697991337,18136999416042027367
1698027552,32441282982725870621
1698077807,59831107635322618593
1698114187,169213032364349727784
1698163907,92578921665302152382
1698252664,167965112981362078443
1698297456,84349297973834371054
1698342933,75582628018086834282
1698372823,78895730414160232813
1698423147,75234799172065869661
1698459271,85921994230569380552
1698569472,187768275517643048278
1698627948,102507876895607258709
1698797909,83714641325080125426
1698833877,46605213143121176645
1698917372,46922697485626137951
1698935225,45900336167227746722
1698978415,30867883425185525665
1699010029,28255214640914427011
1699057043,77482632424259373177
1699092869,165018063525142831925
1699143993,163762990319197475366
1699179227,167740095759709002635
1699229603,90789552725012096162
1699266035,100193329151515047606
1699319020,89924541260279185391
1699360795,90373017956172791208
1699402597,89041887704160280107
1699440082,86966978716783431839
1699489111,89194083363428911475
1699526663,87132156219583266567
1699575873,24824918832326942935
1699612363,14214558703504352311
1699662431,49501263238270928507
1699697737,58396944479251255073
1699895023,20728401313892933621
1699928095,80031546529013896352
1699958866,364204712350267672
1700035257,70661626694493486611
1700100869,73632524916760939162
1700149486,14126829892184337722
1700187291,76908224685003343905
1700302857,73078998104988582953
1700345683,71798754923348013886
1700388867,69449228542342566336
1700435396,69202646870081672049
1700504175,78215964197590881600
1700548319,73429125884805025775
1700592744,74073327294096476085
1700645315,68359187382301769874
1700678928,69760312189673244553
1700722396,76465752571810066657
1700763291,79533392757903369534
1700806585,71552271736533070022
1700850499,70985285579857532746
1700892801,79890279584171518575
1700936083,73854303047420739474
1700979227,68585616094577921937
1701022521,61650114933832571018
1701065593,89676612672834919059
1701108887,69597302458508679270
1701152243,68894881841295040329
1701195271,68692121455099162003
1701238517,67304290369932063989
1701281657,70969999855369880487
1701325099,78293506739745788419
1701367985,64373633426697158521
1701411211,142078452508145184837
1701454471,95977775677744318657
1701497657,143961613667866677295
1701540917,144020223810935089648
1701584071,101085467047927380881
1701684921,110225521417917756894
1701729651,72006434313904643855
1701782303,125240790871921156069
1701815117,198745897189095083788
1701857873,76246328865791132202
1701903106,73933696125668143238
1701944091,12498660075316538261
1701987181,54931461427075551237
1702031061,69309164401032933148
1702074023,79033392254647049220
1702116785,51193670211171283939
1702203403,14037232501307414269
1702248902,10321372032548318986
1702289641,9467833798005786049
1702333201,8720248443403932767
1702376881,19514162250659986121
1702486547,561666471261539388
1702571440,98428689179107009104
1702592539,98131741461107927293
1702635299,65558958665033917004
1702679065,77885111477777856630
1702721951,102552654680326564959
1702764839,100677931997211858198
1702808061,99117400807216815641
1702851271,96609040705166245110
1702937883,98373993228674114937
1702980869,98511467888425306526
1703068466,100468055197984563886
1703110877,104241089199746859633
1703153925,104531486604360084481
1703197159,105950387174930111132
1703249833,870496701490920761
1703283849,98467043496457330259
1703370447,221635611216411607616
1703413445,184843853109546433873
1703458740,146484770075165734979
1703499205,80492999659773595553
1703542435,279948542578133604957
1703585959,277294189405570863504
1703629507,129503589205303182349
1703673167,132802573240286206064
1703715585,180543704448558707371
1703764231,167500167778314124807
1703888281,178871234608013902007
1703931385,132666017438376720034
1703974599,162243610588150018687
1704018937,154652646630975557512
1704060801,163439425846101313417
1704104121,150040398137039943672
1704147288,157806812309244015540
1704191769,91391347007835464404
1704234147,94599800951191908285
1704277407,97437663368583222776
1704325765,235706303655357569283
1704364185,230420863449543065427
1704407477,87165505441519108012
1704450647,163667477090626149920
1704493027,182223889016993495288
1704536351,196679608693234417876
1704579243,140833231696803417558
1704624387,97988463321624936924
1704665627,66932597276705834910
1704710561,87500079518379645276
1704753191,92065844165627766318
1704795495,94312912689723684422
1704882435,159885479889597387365
1704925711,220920140124598446065
1704968053,107545671634589704661
1705011627,160523814723176520457
1705140973,210392771124187988965
1705184185,313309873592217746775
1705227331,271082294741458980047
1705270431,175527546335637971371
1705313653,233791543972343881259
1705356997,223679991356280016623
1705400441,195813203344102860329
1705442774,250006393808801256062
1705573177,102563610921952362954
1705643569,70850303723710720077
1705659329,68593540178227219460
1705745833,68385657833368674725
1705788827,68199741536834574049
1705832379,61933992153411165238
1705876797,62025743781749119084
1705921014,312611859499977583154
