timestamp,wei
1661644800,33000000000000000000
1662422400,27000000000000000000
1662681600,18000000000000000000
1663113600,13000000000000000000
1663286400,4000000000000000000
1663977600,12400000000000000000
1664409600,3500000000000000000
1664928000,17300000000000000000
1665619200,26000000000000000000
1666310400,21000000000000000000
1667260800,36000000000000000000
1668384000,2200000000000000000
1669161600,5100000000000000000
1670371200,95000000000000000000
1672790400,13000000000000000000
1674172800,10000000000000000000
1675382400,17000000000000000000
1677801600,27000000000000000000
1679443200,23000000000000000000
1681257600,43000000000000000000
1681862400,65000000000000000000
1682612730,76616455078125000000
1682689052,67125000000000000000
1682767025,78030228614807128906
1682853694,84750000000000000000
1682935813,89500000000000000000
1683048815,90000000000000000000
1683104408,90500000000000000000
1683188353,89625000000000000000
1683357209,289750000000000000000
1683629624,301500000000000000000
1683708428,321875000000000000000
1683825998,224000000000000000000
1683890438,270250000000000000000
1683980307,340875000000000000000
1684051922,328250000000000000000
1684095495,324000000000000000000
1684143679,300125000000000000000
1684245876,370500000000000000000
1684364967,302250000000000000000
1684421094,314375000000000000000
1684451967,253000000000000000000
1684483828,258625000000000000000
1684543022,251125000000000000000
1684570936,333125000000000000000
1684623844,311125000000000000000
1684658748,309000000000000000000
1684817397,282750000000000000000
1684874064,322625000000000000000
1684908180,294125000000000000000
1685028787,283625000000000000000
1685070005,351500000000000000000
1685086834,330500000000000000000
1685202042,419375000000000000000
1685253467,475375000000000000000
1685342655,474750000000000000000
1685364615,493750000000000000000
1685435331,494500000000000000000
1685473008,473250000000000000000
1685519113,571562500000000000000
1685641200,480750000000000000000
1685689978,499625000000000000000
1685742807,488875000000000000000
1685776226,480750000000000000000
1685860871,463250000000000000000
1685989041,700687500000000000000
1686063101,685500000000000000000
1686092830,672500000000000000000
1686133483,667500000000000000000
1686175869,657250000000000000000
1686207894,543625000000000000000
1686318672,592384155273437500000
1686386276,521500000000000000000
1686434020,588750000000000000000
1686468452,588500000000000000000
1686560469,647500000000000000000
1686702278,663500000000000000000
1686737513,645000000000000000000
1686765656,530500000000000000000
1686835203,686250000000000000000
1686913180,655750000000000000000
1686964504,728250000000000000000
1687001767,748500000000000000000
1687039615,723125000000000000000
1687094115,741250000000000000000
1687254105,629937500000000000000
1687388667,626375000000000000000
1687418268,651750000000000000000
